12,1,1.module.1.0,[6 4 1 0],106.0,-22.0,50.3,4.82
8,2,1.module.0.0,[2 1 1 0],-99.0,29.0,45.07,5.229999999999997
12,3,1.module.1.0,[1 3 0 1],25.0,-103.0,40.62,4.450000000000003
8,4,1.module.0.0,[2 7 0 1],-127.0,1.0,35.69,4.93
8,5,1.module.0.0,[1 1 0 2],-28.0,100.0,26.42,9.269999999999996
8,6,1.module.0.0,[1 1 1 1],-65.0,63.0,19.47,6.950000000000003
8,7,1.module.0.0,[1 7 0 0],-52.0,76.0,15.77,3.6999999999999993
22,8,2.module.0.0,[3 4 0 1],-17.0,111.0,13.8,1.9699999999999989
8,9,1.module.0.0,[1 6 2 1],-110.0,18.0,11.71,2.09
12,10,1.module.1.0,[1 1 0 0],45.0,-83.0,10.65,1.0600000000000005
