True Label	Clean Prediction	Clean Confidence	FGSM Prediction	FGSM Confidence	PGD Prediction	PGD Confidence
7	7	0.15952538	6	0.1578125	6	0.23196909
0	0	0.15426373	6	0.16673645	2	0.2319687
6	6	0.20117469	4	0.16049549	4	0.23196806
9	9	0.22780937	6	0.12597792	0	0.23195697
5	7	0.14506623	4	0.15431568	4	0.23196927
1	1	0.23137099	9	0.2204628	9	0.23196921
7	7	0.22759888	4	0.1445596	6	0.2319691
0	0	0.22393544	0	0.13916291	6	0.23182641
3	5	0.13746573	2	0.12464271	2	0.23196536
2	7	0.1780525	4	0.21057305	4	0.23196927
7	7	0.2260142	6	0.20928934	6	0.23196927
2	2	0.22032374	6	0.22237204	6	0.23196931
7	7	0.21901348	9	0.13945983	9	0.2319693
9	9	0.23182751	6	0.2202624	6	0.23196931
6	3	0.15508923	6	0.20513204	2	0.23196924
8	8	0.20396377	9	0.17674376	9	0.23196921
8	8	0.17493278	6	0.14389442	4	0.23196931
8	8	0.20653766	2	0.16212115	6	0.23196927
7	7	0.23153509	4	0.17859395	4	0.23196927
9	9	0.21249501	6	0.2185765	6	0.23196906
4	4	0.22604129	6	0.2261015	2	0.23188539
2	6	0.18649279	2	0.13489379	5	0.23195769
3	9	0.119774416	4	0.17706811	7	0.23020777
5	5	0.22464588	4	0.2128561	4	0.23196816
0	4	0.12689108	3	0.14809605	3	0.2319687
0	2	0.16533524	4	0.1632104	4	0.23196745
2	2	0.1538466	6	0.23143578	6	0.23196931
8	8	0.20992626	4	0.14342429	2	0.23195793
1	1	0.1718432	4	0.18199153	2	0.23196469
8	8	0.22925465	2	0.21725315	2	0.23193507
2	6	0.22924268	2	0.19841257	2	0.23196913
0	0	0.21158066	6	0.17226689	4	0.23195659
7	7	0.22745994	6	0.1313398	4	0.23196837
2	2	0.2161956	6	0.20075391	6	0.23196931
0	0	0.22992781	6	0.23000318	6	0.23196931
0	0	0.17519581	2	0.2289867	2	0.23192863
9	9	0.23190694	9	0.12518589	7	0.23196921
1	1	0.23189324	6	0.14277226	9	0.23196706
0	0	0.22500482	4	0.18192986	4	0.23195787
5	6	0.1380299	9	0.18233575	9	0.23196921
1	1	0.23186265	9	0.19530603	9	0.2319693
5	5	0.2195584	6	0.16095437	3	0.2319611
0	0	0.22933835	2	0.21868576	2	0.23196071
3	6	0.124987125	4	0.12310581	5	0.23196827
5	4	0.16730274	6	0.14353895	5	0.23196927
0	0	0.2315503	4	0.16202575	4	0.23196931
2	2	0.17184485	4	0.20406209	4	0.23196927
0	0	0.22408836	6	0.23066568	6	0.23196931
5	5	0.1981058	6	0.19339065	2	0.23196469
3	6	0.18449163	6	0.19731598	2	0.23196927
7	7	0.23042396	7	0.13148795	6	0.23196927
4	7	0.16084577	6	0.20259376	4	0.23196931
1	1	0.23192693	9	0.15279792	9	0.2319693
4	4	0.20630999	9	0.16425726	9	0.2319693
2	2	0.23189293	6	0.2271791	6	0.23196931
5	3	0.16570877	6	0.2195829	6	0.23196931
1	1	0.22921231	9	0.14173678	9	0.23196916
5	4	0.15225476	6	0.2240477	6	0.23196927
2	2	0.22817864	6	0.22800772	6	0.23196927
0	0	0.22725403	4	0.14951289	4	0.23196799
7	7	0.23190118	4	0.22866467	4	0.2319667
2	2	0.22656764	6	0.1358978	4	0.23196672
2	4	0.14830667	2	0.1750024	2	0.23196931
1	1	0.23030414	9	0.17800638	9	0.2319693
8	8	0.22954851	2	0.12511048	9	0.2319693
5	2	0.12663156	4	0.14789775	4	0.23196927
3	2	0.15544754	6	0.18436229	6	0.23196927
5	5	0.22206853	3	0.14420722	6	0.2319692
3	6	0.1479379	5	0.12620538	5	0.23196642
0	9	0.21432297	2	0.12434448	0	0.23195192
6	6	0.12692195	4	0.18986933	4	0.2319692
1	1	0.23040038	6	0.18235597	6	0.23196927
5	5	0.20273723	6	0.22883785	6	0.2319691
2	2	0.22492276	6	0.22436742	4	0.23196927
8	0	0.16867131	9	0.15787391	8	0.23196927
2	2	0.14608644	6	0.16018216	4	0.23196927
5	5	0.20767751	4	0.20676629	4	0.23196903
3	5	0.13239539	6	0.16252784	6	0.23182987
0	0	0.22975484	6	0.19278853	6	0.23196924
8	0	0.19511291	9	0.20396245	8	0.2319693
8	0	0.15344855	2	0.1665448	2	0.23162422
8	8	0.23196162	9	0.1517654	9	0.23196895
6	6	0.23042607	6	0.15833853	4	0.23162955
5	3	0.18529113	4	0.13044344	5	0.23196903
8	8	0.23125458	2	0.13389803	0	0.23185635
1	1	0.23194925	6	0.13170366	9	0.2319693
9	9	0.23149268	6	0.1393233	4	0.23196898
8	8	0.2318805	6	0.1763188	4	0.23196924
1	9	0.15691315	6	0.15553837	1	0.23196931
3	2	0.22045687	6	0.20474571	6	0.23196927
6	6	0.23192807	6	0.21406978	3	0.23196849
0	5	0.13292365	6	0.19947454	6	0.23196931
8	8	0.23088205	4	0.15540153	4	0.23196404
7	7	0.2182134	6	0.19491604	6	0.23196931
5	5	0.188276	4	0.18091464	4	0.2319681
3	3	0.2018106	6	0.16138679	4	0.23196921
1	1	0.22173159	9	0.18623509	9	0.23196767
8	8	0.23144762	9	0.15366228	0	0.2319591
1	1	0.22479588	9	0.21805176	9	0.23196921
4	7	0.14010924	2	0.15418562	2	0.23196924
