--- Evaluation Results ---
test acc on clean examples (%): 87.570
test acc on FGM adversarial examples (%): 48.970
test acc on PGD adversarial examples (%): 32.930

--- Comparative Table (First 100 samples) ---
True Label	Clean Prediction	Clean Confidence	FGSM Prediction	FGSM Confidence	PGD Prediction	PGD Confidence
7	7	0.23139843	2	0.21454322	2	0.23189054
0	0	0.22831693	8	0.22201994	8	0.23165274
6	6	0.2319687	6	0.22361192	6	0.16938394
9	9	0.23196927	9	0.2306458	9	0.21526928
5	5	0.203034	7	0.23047353	7	0.23196039
1	1	0.23196931	1	0.23196931	1	0.23196931
7	7	0.23196846	5	0.1492633	5	0.17148204
0	0	0.23195748	0	0.22748896	0	0.19802454
3	5	0.20361815	3	0.2303524	3	0.23191021
2	4	0.23191752	7	0.2189796	7	0.23189282
7	7	0.23196931	7	0.23196931	7	0.23196931
2	2	0.23196927	2	0.22823258	2	0.15528098
7	7	0.23187205	5	0.21135184	5	0.23023087
9	9	0.23196726	9	0.2223407	9	0.17992976
6	6	0.18513612	3	0.16938254	3	0.22796667
8	8	0.19974332	7	0.15026614	7	0.22512339
8	8	0.22227614	2	0.23194002	2	0.2319688
8	8	0.23196618	8	0.19076127	3	0.2310747
7	7	0.23196864	7	0.22456361	7	0.17641155
9	9	0.23151672	1	0.18951009	1	0.22768368
4	4	0.23191752	4	0.16778901	2	0.23196729
2	6	0.20712101	2	0.22667071	2	0.22932674
3	3	0.23145053	5	0.14845751	5	0.19750077
5	5	0.23194833	5	0.21830484	5	0.15061973
0	0	0.23195186	0	0.16054998	2	0.22876282
0	0	0.13960518	6	0.15359698	6	0.23196614
2	2	0.23162426	6	0.21617122	6	0.2317975
8	8	0.2319366	0	0.22794484	0	0.23193386
1	1	0.23196931	1	0.23196931	1	0.23090717
8	8	0.23192461	9	0.2214828	9	0.23195629
2	2	0.21204366	6	0.2318904	6	0.23196653
0	0	0.21318127	2	0.21999349	2	0.23123418
7	7	0.23195711	3	0.13095443	3	0.21903336
2	2	0.18820512	5	0.13822673	5	0.23143615
0	0	0.23196924	0	0.23180942	0	0.22385001
0	2	0.22888973	2	0.20194753	0	0.20531206
9	9	0.2319693	9	0.2319693	9	0.23174356
1	1	0.23196931	1	0.23196931	1	0.23196931
0	9	0.23018105	0	0.23130536	0	0.23196778
5	5	0.2317297	2	0.18521833	2	0.23112008
1	1	0.23196931	1	0.23196931	1	0.23196931
5	5	0.23193666	5	0.2219231	5	0.15468182
0	0	0.23145853	0	0.18305527	2	0.21700796
3	3	0.21968605	2	0.22280888	2	0.23170505
5	5	0.23192178	5	0.19574887	2	0.22925384
0	0	0.23196429	0	0.23125985	0	0.22777854
2	2	0.23035453	3	0.18330215	3	0.2309002
0	0	0.20984355	7	0.21529675	7	0.23108247
5	5	0.22356768	3	0.22299829	3	0.23161897
3	3	0.17446804	6	0.23111367	6	0.2319553
7	7	0.22411524	5	0.2315957	5	0.2319478
4	4	0.22211467	2	0.23191011	2	0.2319686
1	1	0.23196931	1	0.23196931	1	0.23196931
4	4	0.2319256	4	0.21188565	0	0.18381023
2	2	0.23196909	2	0.19504291	7	0.23183915
5	3	0.14781559	5	0.14106107	5	0.23192461
1	1	0.23196927	1	0.2319098	1	0.222838
5	5	0.23174544	5	0.16248117	6	0.23183538
2	2	0.23196696	2	0.22833595	2	0.17478499
0	0	0.22031829	8	0.23193443	8	0.23196883
7	7	0.23196931	7	0.23196931	7	0.23196931
2	2	0.2310076	3	0.16847098	3	0.22965603
2	2	0.23158316	5	0.20301661	5	0.23069659
1	1	0.23196931	1	0.23196927	9	0.2216046
8	8	0.23188052	9	0.23137791	9	0.23196152
5	5	0.23178849	5	0.154376	0	0.21344733
3	3	0.15864003	5	0.23082592	5	0.23196155
5	5	0.23196931	5	0.23196931	5	0.23194122
3	5	0.21951081	3	0.2257211	3	0.2317976
0	9	0.17644712	0	0.23196626	0	0.23196921
6	6	0.23192614	7	0.1565593	7	0.22126263
1	1	0.1724403	9	0.2310281	9	0.23195054
5	5	0.23195846	2	0.17753465	2	0.21934274
2	2	0.23196875	2	0.18474108	5	0.2319612
8	8	0.23184048	0	0.22947726	0	0.23171301
2	2	0.19854102	4	0.13993269	4	0.23185845
5	5	0.23196931	5	0.23196931	5	0.23191576
3	3	0.15784769	2	0.22939236	2	0.231919
0	0	0.23196913	0	0.23164335	0	0.18522893
8	8	0.22576997	9	0.19869338	9	0.23167743
8	8	0.21610862	0	0.23098645	0	0.23193268
8	8	0.2319693	8	0.2319693	8	0.23099741
6	6	0.2319629	6	0.19183196	3	0.14664651
5	5	0.23067626	7	0.13254142	7	0.2308746
8	8	0.23196921	8	0.2316283	8	0.22693859
1	1	0.23196931	1	0.23196931	1	0.23196931
9	9	0.2319693	9	0.2319693	9	0.2318593
8	8	0.2319573	2	0.18516034	2	0.23188575
1	1	0.23181444	9	0.21352476	9	0.22749537
3	2	0.17160603	5	0.14517137	5	0.22832695
6	6	0.23196924	6	0.22937307	6	0.19348785
0	6	0.16733491	0	0.20407899	0	0.23051731
8	8	0.23196916	8	0.21572052	0	0.19490972
7	7	0.23156129	5	0.2241754	5	0.23177002
5	5	0.23001933	7	0.16445525	7	0.22783862
3	3	0.231186	3	0.14850484	5	0.20449542
1	1	0.19084781	2	0.1418316	2	0.22293016
8	8	0.2319693	8	0.23184079	8	0.2254232
1	1	0.23185489	9	0.23191175	9	0.23196395
4	7	0.23190477	4	0.2233432	4	0.23010364
