--- Evaluation Results ---
test acc on clean examples (%): 87.690
test acc on FGM adversarial examples (%): 68.530
test acc on PGD adversarial examples (%): 63.620

--- Comparative Table (First 100 samples) ---
True Label	Clean Prediction	Clean Confidence	FGSM Prediction	FGSM Confidence	PGD Prediction	PGD Confidence
7	7	0.20354734	5	0.20570256	5	0.22369555
0	0	0.22235836	1	0.22370738	1	0.22940639
6	6	0.23196892	6	0.23190391	6	0.23181513
9	9	0.23196273	9	0.23116933	9	0.23077933
5	5	0.23035716	7	0.2307849	7	0.23145804
1	1	0.23196931	1	0.23196931	1	0.23196931
7	7	0.23196931	7	0.23196931	7	0.23196931
0	0	0.16137323	1	0.17449182	1	0.21232785
3	5	0.19274986	3	0.23002134	3	0.23118559
2	2	0.20456205	4	0.2316072	4	0.2318465
7	7	0.23196931	7	0.23196931	7	0.23196931
2	2	0.23196873	2	0.23154882	2	0.23078771
7	7	0.23196857	7	0.23192163	7	0.23178945
9	9	0.23195004	9	0.22846381	9	0.22591726
6	6	0.15970673	3	0.2206275	3	0.22507529
8	8	0.22939691	0	0.14772323	0	0.15884954
8	8	0.23191942	8	0.1834414	0	0.14868966
8	8	0.22233453	0	0.19891904	0	0.21632133
7	7	0.23196931	7	0.23196931	7	0.23196931
9	9	0.2187657	8	0.2129029	8	0.22676353
4	4	0.23133263	2	0.2215437	2	0.22935982
2	2	0.21950118	6	0.14974014	6	0.1581587
3	3	0.22995265	3	0.17783687	3	0.15794419
5	5	0.22944765	5	0.17204124	5	0.14895318
0	0	0.2243669	3	0.1973271	3	0.20824412
0	0	0.21062954	9	0.11834663	9	0.2268406
2	2	0.23186411	2	0.19022205	2	0.16596723
8	8	0.22591527	0	0.20853606	0	0.21821435
1	1	0.23196898	1	0.2318524	1	0.23175713
8	8	0.23196754	8	0.23175219	8	0.23147455
2	2	0.23021406	2	0.1482244	6	0.16055925
0	0	0.23077719	0	0.17800534	0	0.15258336
7	7	0.2317062	0	0.1400639	0	0.1930675
2	2	0.17526041	6	0.17647015	6	0.19961493
0	0	0.23196685	0	0.23155567	0	0.23083742
0	2	0.19363764	0	0.14676134	0	0.16037534
9	9	0.2319693	9	0.2319693	9	0.2319693
1	1	0.23196931	1	0.23196931	1	0.23196931
0	9	0.15741198	0	0.23194966	0	0.23196203
5	5	0.15806067	2	0.23158741	2	0.23184012
1	1	0.23196883	1	0.23186539	1	0.2317991
5	5	0.2307072	5	0.21323428	5	0.2019538
0	0	0.23193245	0	0.23157513	0	0.23100394
3	6	0.16716878	5	0.1471812	5	0.17863335
5	5	0.20324145	7	0.16993958	7	0.19774476
0	0	0.23196921	0	0.23196357	0	0.23196095
2	0	0.13224447	2	0.23032905	2	0.2317757
0	0	0.23186624	0	0.23116314	0	0.23071705
5	5	0.19769682	3	0.1738746	3	0.18872641
3	3	0.14973238	6	0.1501085	6	0.21950458
7	7	0.19510825	5	0.22927442	5	0.23033445
4	4	0.23156911	4	0.15682685	4	0.12845083
1	1	0.23196931	1	0.23196931	1	0.23196931
4	4	0.23196056	4	0.23131227	4	0.23061258
2	2	0.2319691	2	0.2314862	2	0.23007898
5	5	0.21812381	3	0.22355986	3	0.22941497
1	1	0.23196927	1	0.23196721	1	0.23196323
5	5	0.22934681	5	0.14423594	4	0.15309513
2	2	0.23190267	2	0.18092735	2	0.147563
0	0	0.2316502	0	0.1836165	0	0.14629833
7	7	0.23196931	7	0.23196931	7	0.23196931
2	2	0.2319686	2	0.23191844	2	0.2318883
2	2	0.22698113	4	0.20512831	4	0.21638098
1	1	0.23196927	1	0.23193693	1	0.23188972
8	8	0.22346866	9	0.23065998	9	0.23152684
5	5	0.21364155	7	0.18146811	7	0.20316358
3	3	0.19272579	3	0.13053532	2	0.1448627
5	5	0.23173785	5	0.21781991	5	0.20641205
3	3	0.17739473	5	0.18237248	5	0.22049388
0	0	0.23082483	9	0.2114079	9	0.21925947
6	6	0.18994053	2	0.21762727	2	0.22850989
1	1	0.23156363	1	0.13800961	2	0.13529427
5	5	0.23196355	5	0.23042397	5	0.22778383
2	2	0.231966	2	0.22565512	2	0.21642017
8	8	0.2306063	0	0.22657956	0	0.22908077
2	2	0.2243772	3	0.18009397	3	0.2194849
5	5	0.23196931	5	0.23196931	5	0.23196931
3	3	0.12769651	2	0.21308248	2	0.22665286
0	0	0.23196611	0	0.2303209	0	0.22795321
8	8	0.22795205	0	0.1460252	0	0.1788499
8	8	0.22489853	0	0.18630292	0	0.21079032
8	8	0.2319693	8	0.2319693	8	0.2319693
6	6	0.23196921	6	0.23187126	6	0.2317473
5	5	0.22218642	7	0.13737294	7	0.18463789
8	8	0.23196319	8	0.23173967	8	0.23155424
1	1	0.23196931	1	0.23196931	1	0.23196931
9	9	0.2319693	9	0.2319693	9	0.2319693
8	8	0.2319693	8	0.2319693	8	0.2319693
1	1	0.2316832	9	0.14417551	0	0.1545647
3	2	0.19886449	6	0.22705267	6	0.23114656
6	6	0.23196931	6	0.23196931	6	0.23196931
0	0	0.21552868	6	0.17931126	6	0.19337524
8	8	0.23196921	8	0.23171496	8	0.23105742
7	7	0.23196533	7	0.23000634	7	0.22794348
5	5	0.23193873	5	0.23097835	5	0.23050316
3	3	0.21411376	5	0.1797878	5	0.19645798
1	1	0.2314131	1	0.18516646	1	0.15944526
8	8	0.23196913	8	0.23191403	8	0.23182581
1	1	0.23190096	9	0.17714371	9	0.21312393
4	7	0.23095477	2	0.13561268	2	0.16442184
