--- Evaluation Results ---
test acc on clean examples (%): 87.770
test acc on FGM adversarial examples (%): 24.320
test acc on PGD adversarial examples (%): 10.020

--- Comparative Table (First 100 samples) ---
True Label	Clean Prediction	Clean Confidence	FGSM Prediction	FGSM Confidence	PGD Prediction	PGD Confidence
7	7	0.23148035	4	0.21086285	4	0.23196931
0	0	0.23133457	7	0.19946508	7	0.23196906
6	6	0.2319692	4	0.1734512	4	0.23196927
9	9	0.23194194	8	0.22777973	8	0.2319693
5	7	0.2319687	5	0.23196863	5	0.23196931
1	1	0.23196931	1	0.23196913	9	0.2319693
7	7	0.23196931	7	0.23196924	5	0.23196927
0	0	0.22640184	8	0.22868463	8	0.2319691
3	5	0.2282509	3	0.22916293	3	0.23196931
2	4	0.22187187	2	0.23179156	2	0.23196931
7	7	0.23196931	7	0.23196924	5	0.23196849
2	2	0.23196931	2	0.23171686	4	0.23196927
7	7	0.23196891	3	0.17919657	5	0.23196927
9	9	0.23196706	1	0.22282971	1	0.23196931
6	2	0.18062437	5	0.23180251	5	0.23196927
8	8	0.16840543	9	0.22459625	9	0.2319691
8	8	0.23136403	2	0.21950263	2	0.23196931
8	8	0.22873975	0	0.1630254	0	0.2319512
7	7	0.23196931	7	0.23196883	7	0.23196931
9	9	0.22585887	1	0.21537635	1	0.23196931
4	4	0.23196717	4	0.14231397	3	0.2319692
2	2	0.15569675	6	0.23191601	6	0.23196931
3	3	0.23154524	2	0.21592495	2	0.23196362
5	5	0.23176391	7	0.23195519	7	0.23196931
0	0	0.22992	3	0.17962669	3	0.23196323
0	0	0.22872013	9	0.20295641	9	0.2319686
2	2	0.23195103	6	0.23196205	6	0.23196931
8	8	0.1951373	0	0.22954412	0	0.23196916
1	1	0.23174648	4	0.21787483	4	0.23039512
8	8	0.2319686	8	0.18778463	9	0.2319693
2	2	0.22100681	4	0.23196931	4	0.23196931
0	0	0.22942773	2	0.23132238	2	0.23196927
7	7	0.23196718	4	0.23173289	4	0.23196927
2	4	0.22124171	6	0.18718562	7	0.23196544
0	0	0.23195985	0	0.1914574	2	0.23196931
0	2	0.18996345	0	0.23110032	0	0.23196931
9	9	0.2319693	9	0.2310563	1	0.23196931
1	1	0.23193419	9	0.23184991	9	0.2319693
0	9	0.22632201	0	0.23137745	0	0.23196696
5	5	0.22562565	9	0.14701077	3	0.23196931
1	1	0.23190883	9	0.23156157	9	0.2319693
5	5	0.23196927	3	0.22672053	3	0.23196931
0	0	0.22749391	4	0.18083318	4	0.2319692
3	3	0.22723453	5	0.22062133	5	0.23196927
5	5	0.22950134	2	0.14594494	2	0.23196931
0	0	0.23196873	4	0.23196892	4	0.23196931
2	2	0.185841	3	0.22321631	3	0.23196931
0	0	0.21369658	8	0.12966977	7	0.23196931
5	2	0.17000072	6	0.16665557	5	0.23196828
3	3	0.21357022	2	0.1808537	2	0.23196931
7	7	0.23196536	5	0.22952306	5	0.23196927
4	4	0.23196238	7	0.19972284	7	0.23196931
1	1	0.23196931	1	0.23196921	9	0.2319693
4	4	0.23196927	4	0.22499695	7	0.23196924
2	2	0.23196924	6	0.22466712	5	0.23196931
5	3	0.14694469	5	0.23196688	5	0.23196931
1	1	0.23196898	9	0.15981755	9	0.23196493
5	5	0.23193553	4	0.23196791	4	0.23196931
2	2	0.23191619	3	0.21892048	3	0.23196931
0	0	0.2283912	4	0.146608	8	0.2319693
7	7	0.23196931	7	0.23196931	7	0.23196931
2	2	0.2319692	4	0.1401611	5	0.23196927
2	5	0.22904097	2	0.23062743	2	0.23196931
1	1	0.23196927	9	0.23196405	9	0.2319693
8	8	0.2318043	4	0.12988305	9	0.2319693
5	5	0.23113027	7	0.17473328	7	0.2319654
3	3	0.16729987	2	0.202998	2	0.23196931
5	5	0.23196927	5	0.1449159	3	0.23185427
3	5	0.22857262	3	0.23196708	3	0.23196931
0	0	0.22096696	9	0.23191042	9	0.2319693
6	6	0.23193546	5	0.21280678	5	0.23196924
1	1	0.2317474	3	0.13327666	9	0.23196903
5	5	0.2319532	3	0.15125732	3	0.23196875
2	2	0.2303517	5	0.23196931	5	0.23196931
8	0	0.17294064	8	0.2319693	8	0.2319693
2	2	0.16128635	4	0.1564637	4	0.23196927
5	5	0.2319686	3	0.20919085	3	0.2319691
3	4	0.13265179	3	0.18212354	5	0.23196931
0	0	0.23192973	4	0.23162523	4	0.23196931
8	8	0.17793755	2	0.18108599	0	0.23196931
8	0	0.21831445	8	0.20864506	8	0.2319693
8	8	0.2319693	8	0.22608794	0	0.23196903
6	6	0.23196931	6	0.23196921	4	0.23196903
5	7	0.16851096	5	0.23196906	5	0.23196931
8	8	0.23195523	0	0.18330146	0	0.2318814
1	1	0.23196931	1	0.23196931	1	0.23196931
9	9	0.2319693	9	0.23194304	1	0.23196931
8	8	0.23196799	3	0.14653708	3	0.23189026
1	1	0.23149279	9	0.23190555	9	0.2319693
3	2	0.20875645	3	0.17008892	5	0.2319632
6	6	0.23185611	3	0.23163949	3	0.23196931
0	0	0.22897655	9	0.22929123	9	0.23196793
8	8	0.23196344	0	0.2298706	0	0.23196927
7	7	0.22480838	4	0.13768998	5	0.23196931
5	5	0.23196927	5	0.20434394	3	0.23196931
3	3	0.23039292	5	0.23144686	5	0.2319692
1	1	0.18943791	9	0.23064676	6	0.23196927
8	8	0.23196864	0	0.13371044	0	0.23196924
1	1	0.23136231	9	0.23187503	9	0.2319693
4	7	0.15588407	4	0.23196532	4	0.23196931
