2,1,features.0,[18  0  1  1],106.0,-22.0,76.15,0.11999999999999034
2,2,features.0,[18  1  1  1],123.0,-5.0,76.04,0.10999999999999943
2,3,features.0,[18  1  0  1],122.0,-6.0,75.42,0.6200000000000045
2,4,features.0,[18  1  2  1],124.0,-4.0,74.74,0.6800000000000068
2,5,features.0,[18  1  1  2],124.0,-4.0,74.23,0.5099999999999909
2,6,features.0,[18  1  0  2],121.0,-7.0,73.6,0.6300000000000097
2,7,features.0,[18  1  2  2],125.0,-3.0,72.9,0.6999999999999886
2,8,features.0,[18  1  2  0],126.0,-2.0,72.07,0.8300000000000125
2,9,features.0,[18  1  1  0],125.0,-3.0,71.42,0.6499999999999915
2,10,features.0,[18  2  0  2],19.0,-109.0,70.8,0.6200000000000045
2,11,features.0,[18  1  0  0],125.0,-3.0,69.97,0.8299999999999983
2,12,features.0,[4 1 0 0],-123.0,5.0,69.51,0.45999999999999375
2,13,features.0,[27  1  0  2],-123.0,5.0,68.86,0.6500000000000057
2,14,features.0,[4 0 0 0],-125.0,3.0,68.48,0.37999999999999545
2,15,features.0,[4 0 1 0],-124.0,4.0,68.0,0.480000000000004
2,16,features.0,[27  0  0  2],-126.0,2.0,67.4,0.5999999999999943
2,17,features.0,[27  0  0  1],-31.0,97.0,66.55,0.8500000000000085
2,18,features.0,[27  0  1  2],-126.0,2.0,65.71,0.8400000000000034
2,19,features.0,[27  1  0  1],-108.0,20.0,64.63,1.0799999999999983
2,20,features.0,[27  1  1  2],-126.0,2.0,63.65,0.9799999999999969
2,21,features.0,[27  1  1  1],-108.0,20.0,62.69,0.9600000000000009
2,22,features.0,[1 1 0 1],-125.0,3.0,61.92,0.769999999999996
2,23,features.0,[1 1 0 2],-105.0,23.0,61.15,0.7700000000000031
2,24,features.0,[1 2 0 1],-112.0,16.0,60.19,0.9600000000000009
2,25,features.0,[26  2  0  0],123.0,-5.0,59.88,0.30999999999999517
2,26,features.0,[1 2 0 2],-117.0,11.0,58.83,1.0500000000000043
2,27,features.0,[27  2  0  2],-122.0,6.0,57.88,0.9499999999999957
2,28,features.0,[11  1  1  2],-123.0,5.0,57.05,0.8300000000000054
2,29,features.0,[20  0  2  2],-125.0,3.0,56.35,0.6999999999999957
2,30,features.0,[1 0 0 0],-92.0,36.0,55.57,0.7800000000000011
