--- Evaluation Results ---
test acc on clean examples (%): 82.330
test acc on FGM adversarial examples (%): 10.870
test acc on PGD adversarial examples (%): 10.440

--- Comparative Table (First 100 samples) ---
True Label	Clean Prediction	Clean Confidence	FGSM Prediction	FGSM Confidence	PGD Prediction	PGD Confidence
7	7	0.1745561	2	0.21910623	2	0.2319692
0	1	0.14279777	0	0.20696162	0	0.23196931
6	6	0.22882205	4	0.22441223	4	0.23196931
9	9	0.23149922	8	0.21679288	8	0.2319693
5	5	0.18357563	7	0.15747875	7	0.23196931
1	1	0.23152617	9	0.23194191	9	0.23196831
7	7	0.23193204	2	0.16679686	2	0.23196927
0	0	0.23067074	8	0.22826795	8	0.23196927
3	5	0.16096699	3	0.21829368	3	0.23196927
2	4	0.17917566	7	0.20999604	7	0.2319691
7	7	0.2319414	4	0.23179469	4	0.23196927
2	2	0.21672854	6	0.23072506	6	0.23196924
7	7	0.23170267	4	0.19668528	5	0.23196855
9	9	0.23049614	1	0.23196927	1	0.23196931
6	2	0.16215932	5	0.13316339	0	0.23196855
8	7	0.15171053	9	0.23165338	9	0.2319693
8	0	0.15088715	8	0.23196352	8	0.2319693
8	8	0.21296096	6	0.13286754	0	0.23196927
7	7	0.23186775	4	0.2177229	4	0.23196931
9	9	0.17253645	4	0.17110677	7	0.23196931
4	4	0.22866683	6	0.21165414	6	0.23196931
2	6	0.18997645	5	0.23194225	5	0.23196931
3	3	0.20170014	9	0.19852833	9	0.2319693
5	5	0.23078184	2	0.19831182	2	0.2319691
0	5	0.15782855	0	0.2169367	0	0.23196927
0	9	0.146908	2	0.13897453	0	0.23196892
2	2	0.22596271	6	0.2029032	6	0.23196927
8	8	0.18800896	0	0.23171698	0	0.23196931
1	1	0.21589191	9	0.23160045	9	0.2319687
8	8	0.2119467	0	0.17152606	0	0.23196927
2	6	0.19937456	2	0.23192607	2	0.23196931
0	0	0.20857641	8	0.2240194	8	0.2319693
7	7	0.22727206	4	0.2269943	4	0.23196927
2	2	0.15554225	4	0.15020448	4	0.23196927
0	0	0.22941065	2	0.21533602	2	0.2319688
0	0	0.15700957	2	0.18453346	2	0.23196109
9	9	0.23194766	1	0.23156732	1	0.23196931
1	1	0.19198643	9	0.23196813	9	0.2319693
0	1	0.12774348	9	0.14625771	9	0.23196921
5	2	0.14828451	6	0.21816456	6	0.23196931
1	1	0.23143835	0	0.2270877	0	0.23196927
5	5	0.20840006	3	0.23089375	3	0.23196927
0	0	0.16543816	8	0.22913194	8	0.23196921
3	3	0.20971239	5	0.22741108	5	0.23196931
5	5	0.21424493	4	0.2319155	4	0.23196927
0	0	0.23107237	5	0.13999958	5	0.23196873
2	2	0.1836019	4	0.23018558	4	0.23196888
0	0	0.20939697	1	0.22599874	1	0.23196924
5	5	0.223619	3	0.15019503	3	0.23196913
3	6	0.15516125	3	0.23173009	3	0.23196931
7	7	0.21961047	5	0.20509489	5	0.23196924
4	4	0.21232553	2	0.21982324	7	0.23196927
1	1	0.23188621	9	0.23057824	9	0.2319693
4	4	0.22065392	9	0.14308089	8	0.2319692
2	2	0.228278	3	0.16052778	3	0.23196927
5	5	0.14850113	3	0.22994341	3	0.23196931
1	1	0.23191424	9	0.22377135	9	0.2319693
5	5	0.18904571	4	0.23120022	4	0.23196931
2	2	0.18487953	5	0.21864128	5	0.23196891
0	0	0.22003472	8	0.23190841	8	0.2319693
7	7	0.23195451	4	0.23188464	4	0.23196927
2	2	0.21808177	4	0.19886494	4	0.2319691
2	2	0.22087379	5	0.18399917	7	0.23196901
1	1	0.2314936	9	0.21711314	9	0.2319693
8	8	0.21989405	9	0.23179315	9	0.2319693
5	5	0.16083142	4	0.20404854	4	0.23196931
3	5	0.14197679	6	0.13961771	3	0.23196921
5	5	0.23063459	3	0.14528826	3	0.23196906
3	5	0.14708818	6	0.20741971	8	0.2319693
0	0	0.15130708	9	0.231509	9	0.2319693
6	6	0.19264524	2	0.22856463	2	0.23196927
1	9	0.19749786	1	0.1905564	1	0.2319692
5	5	0.17367917	3	0.23005697	3	0.23196931
2	2	0.19646701	5	0.18897149	5	0.23196931
8	0	0.18407075	8	0.23196198	8	0.2319693
2	5	0.121164106	4	0.14940152	4	0.23196931
5	5	0.23195417	3	0.22958717	3	0.23196916
3	3	0.13703588	2	0.22725524	2	0.23196927
0	0	0.23177987	4	0.15643597	7	0.23196909
8	0	0.18391624	8	0.23194642	8	0.2319693
8	8	0.19726367	8	0.13158686	0	0.23196785
8	8	0.2319236	4	0.12548232	0	0.23195954
6	6	0.23132707	8	0.21905148	8	0.23196916
5	3	0.15795733	5	0.23167764	5	0.23196916
8	8	0.23171258	4	0.13438058	2	0.2319687
1	1	0.23195814	9	0.23098932	9	0.2319693
9	9	0.23095126	1	0.2319526	1	0.23196931
8	8	0.23194514	6	0.14949165	3	0.23196892
1	1	0.16498233	9	0.23196249	9	0.2319693
3	2	0.2179398	6	0.23185125	6	0.23196931
6	6	0.23158227	3	0.19207543	3	0.23196927
0	0	0.16007803	1	0.22931984	1	0.23196931
8	8	0.23157935	4	0.14939122	4	0.2319681
7	7	0.23087272	9	0.23073873	9	0.2319693
5	7	0.14808421	5	0.22643894	5	0.23196931
3	3	0.16969252	5	0.21869561	5	0.2319692
1	1	0.22944024	8	0.19784717	8	0.23196895
8	8	0.2315772	8	0.17415316	0	0.23196885
1	1	0.20364344	9	0.2318147	9	0.2319693
4	2	0.14499329	7	0.23174277	7	0.23196927
