--- Evaluation Results ---
test acc on clean examples (%): 81.630
test acc on FGM adversarial examples (%): 29.120
test acc on PGD adversarial examples (%): 21.870

--- Comparative Table (First 100 samples) ---
True Label	Clean Prediction	Clean Confidence	FGSM Prediction	FGSM Confidence	PGD Prediction	PGD Confidence
7	7	0.16987227	5	0.12511125	2	0.18786664
0	0	0.2283455	9	0.12480122	9	0.16920014
6	6	0.23018588	2	0.19703503	2	0.2160253
9	9	0.2184056	8	0.15120162	8	0.19963253
5	5	0.22306848	7	0.21658206	7	0.22609706
1	1	0.23183356	1	0.15210143	9	0.16824377
7	7	0.231965	7	0.22825272	7	0.21801317
0	0	0.2277159	8	0.22164099	8	0.2284288
3	3	0.187701	5	0.22954807	5	0.23135336
2	4	0.19250467	7	0.23095447	7	0.2317857
7	7	0.2294501	4	0.21862227	4	0.22705112
2	2	0.18790677	6	0.23129383	6	0.23179658
7	7	0.23107804	5	0.16899092	5	0.19987686
9	9	0.22922355	1	0.22734144	1	0.22973776
6	2	0.1678192	0	0.19334039	0	0.21913034
8	8	0.16461553	9	0.22757763	9	0.23102845
8	0	0.16039175	8	0.23166871	8	0.23192562
8	8	0.22436789	1	0.2235455	1	0.2302398
7	7	0.23192196	7	0.18913718	7	0.14474727
9	9	0.13446821	1	0.16482328	1	0.23097847
4	4	0.22313906	2	0.21656905	2	0.22966605
2	6	0.15289468	2	0.22873048	2	0.23043634
3	3	0.21208002	9	0.23172192	9	0.23188257
5	5	0.22589013	7	0.17922737	7	0.22095922
0	0	0.21373579	5	0.16107433	5	0.21579823
0	0	0.12755935	6	0.17933056	6	0.2311139
2	2	0.22791219	6	0.2125985	6	0.22573009
8	8	0.23111849	0	0.14799702	0	0.18627904
1	1	0.22015454	9	0.22369102	9	0.22945006
8	8	0.22926986	0	0.2056083	0	0.22823924
2	6	0.16073966	2	0.23190224	2	0.23194307
0	0	0.20860258	8	0.21904045	8	0.22873922
7	7	0.21114227	3	0.17398754	3	0.21969905
2	6	0.17181364	2	0.22395845	2	0.22999713
0	0	0.22967112	0	0.15021044	2	0.21511307
0	0	0.1348075	2	0.14569923	2	0.18354033
9	9	0.23166743	1	0.15809466	1	0.18626751
1	1	0.23166318	9	0.1528107	9	0.18823618
0	1	0.14589603	0	0.21266486	0	0.23161231
5	5	0.1811058	2	0.23056932	2	0.23172078
1	1	0.23177929	9	0.15007544	9	0.19573925
5	5	0.21966028	3	0.16281587	3	0.18278247
0	0	0.21985194	8	0.21328862	8	0.22876628
3	3	0.16206501	5	0.19865814	5	0.22777359
5	4	0.14473574	5	0.16516207	5	0.22804363
0	0	0.23163815	0	0.19557875	0	0.15411742
2	2	0.19878016	0	0.14141543	0	0.22656664
0	0	0.23092972	0	0.18033294	2	0.15255834
5	5	0.20045163	2	0.15060729	2	0.22047718
3	6	0.20904021	2	0.22476545	2	0.2308668
7	7	0.1546082	5	0.23175614	5	0.23189381
4	4	0.18624502	2	0.23058529	2	0.23164724
1	1	0.23189901	1	0.21023884	1	0.18257907
4	4	0.14905708	2	0.21628231	2	0.22744815
2	2	0.23146877	5	0.13361949	5	0.16416222
5	5	0.20265442	3	0.22479641	3	0.23062305
1	1	0.2319648	1	0.22403902	1	0.21316089
5	5	0.14040537	6	0.23091204	6	0.23177655
2	2	0.22981958	5	0.1809648	5	0.212758
0	0	0.2319254	0	0.20083809	8	0.18404634
7	7	0.23195638	7	0.2205949	7	0.21420181
2	2	0.22877921	6	0.13301313	6	0.16931513
2	2	0.226297	2	0.12096317	1	0.14162518
1	1	0.23192093	9	0.16075292	9	0.19774613
8	8	0.22889864	9	0.22661246	9	0.2310552
5	5	0.20902249	2	0.1315256	2	0.15400232
3	3	0.13210458	2	0.18648663	2	0.22965796
5	5	0.22096567	7	0.22219604	7	0.22928557
3	3	0.1711842	5	0.22289732	5	0.2293035
0	0	0.14205596	9	0.21767157	9	0.23150268
6	6	0.21072559	4	0.13104402	4	0.16632596
1	1	0.19016998	9	0.23010224	9	0.23128712
5	5	0.16737275	3	0.2310368	3	0.23165965
2	2	0.2031141	5	0.23051742	5	0.2314851
8	8	0.21275105	0	0.23123127	0	0.23173824
2	2	0.14848395	5	0.15734234	5	0.22213407
5	5	0.23195995	5	0.22826152	5	0.2242029
3	2	0.19487843	5	0.21307774	5	0.22608522
0	0	0.23147634	8	0.22256424	8	0.23069257
8	0	0.22029139	8	0.2287744	8	0.23090562
8	8	0.21606234	0	0.1822805	0	0.21820608
8	8	0.23173621	8	0.17130512	9	0.14442962
6	6	0.23180102	6	0.16172291	2	0.17191449
5	5	0.22417325	3	0.21577196	3	0.22565131
8	8	0.23189382	8	0.19419807	8	0.15808176
1	1	0.23196927	1	0.23186353	1	0.2316643
9	9	0.23187073	9	0.18860823	9	0.1628038
8	8	0.23191577	6	0.17601717	6	0.21451446
1	1	0.21965462	9	0.23008879	9	0.23147623
3	6	0.14732829	2	0.22838216	2	0.23062837
6	6	0.2302658	3	0.22575597	3	0.23026006
0	9	0.12976708	0	0.20503366	0	0.2300816
8	8	0.2313893	0	0.18057294	0	0.21786352
7	7	0.2172344	5	0.22639145	5	0.23001355
5	5	0.20303628	2	0.19427666	2	0.22577223
3	3	0.15454993	5	0.2310737	5	0.23151487
1	1	0.22267805	9	0.23087049	9	0.2315908
8	8	0.231957	8	0.22536175	8	0.20397003
1	1	0.22598675	9	0.23076513	9	0.2315317
4	7	0.17745925	4	0.1447697	4	0.2236829
