2,1,features.0,[4 2 2 1],11.0,-117.0,76.92,3.1499999999999915
2,2,features.0,[4 2 0 1],12.0,-116.0,73.1,3.8200000000000074
2,3,features.0,[4 2 2 0],69.0,-59.0,69.51,3.589999999999989
2,4,features.0,[4 2 1 0],80.0,-48.0,66.08,3.430000000000007
2,5,features.0,[4 2 1 1],24.0,-104.0,63.36,2.719999999999999
2,6,features.0,[29  0  2  1],65.0,-63.0,61.36,2.0
2,7,features.0,[4 1 2 0],48.0,-80.0,59.52,1.8399999999999963
2,8,features.0,[8 2 1 0],53.0,-75.0,58.18,1.3400000000000034
8,9,features.6,[3 5 1 1],-10.0,118.0,57.38,0.7999999999999972
2,10,features.0,[8 2 1 2],9.0,-119.0,56.26,1.1200000000000045
2,11,features.0,[29  0  1  0],54.0,-74.0,53.22,3.039999999999999
8,12,features.6,[3 5 1 0],-1.0,127.0,52.39,0.8299999999999983
2,13,features.0,[4 1 2 1],14.0,-114.0,50.92,1.4699999999999989
2,14,features.0,[8 2 1 1],42.0,-86.0,50.15,0.7700000000000031
2,15,features.0,[29  1  1  0],68.0,-60.0,48.31,1.8399999999999963
2,16,features.0,[24  2  2  1],-7.0,121.0,43.29,5.020000000000003
2,17,features.0,[24  1  2  1],-5.0,123.0,38.8,4.490000000000002
2,18,features.0,[19  2  1  1],-43.0,85.0,36.75,2.049999999999997
4,19,features.2,[ 4 24  0  0],-30.0,98.0,32.98,3.770000000000003
2,20,features.0,[21  0  2  1],-88.0,40.0,29.6,3.3799999999999955
2,21,features.0,[12  0  2  2],-3.0,125.0,29.9,-0.29999999999999716
2,22,features.0,[12  0  0  1],27.0,-101.0,27.02,2.879999999999999
10,23,features.8,[49  3  2  2],-8.0,120.0,26.68,0.33999999999999986
24,24,classifier.3,[ 5 78],48.0,112.0,25.85,0.8299999999999983
24,25,classifier.3,[ 5 17],58.0,122.0,24.46,1.3900000000000006
24,26,classifier.3,[ 5 72],52.0,116.0,23.34,1.120000000000001
24,27,classifier.3,[ 5 18],53.0,117.0,22.36,0.9800000000000004
24,28,classifier.3,[ 5 47],38.0,102.0,21.82,0.5399999999999991
16,29,features.14,[100  94   2   2],-2.0,126.0,21.5,0.3200000000000003
10,30,features.8,[21  3  2  1],-8.0,120.0,21.33,0.1700000000000017
