True Label	Clean Prediction	Clean Confidence	FGSM Prediction	FGSM Confidence	PGD Prediction	PGD Confidence
7	5	0.14216046	6	0.23194666	3	0.23196793
0	0	0.19184941	6	0.22437842	8	0.2319693
6	6	0.22116885	6	0.22342715	2	0.23196931
9	9	0.23068579	1	0.19816424	8	0.2319693
5	2	0.14627592	6	0.23092723	6	0.23196778
1	1	0.23188534	6	0.15718482	9	0.2319693
7	7	0.23128325	6	0.23157209	6	0.23196931
0	0	0.22665364	9	0.19520816	8	0.2319693
3	5	0.16977488	9	0.15976426	4	0.23196931
2	4	0.18752348	6	0.23032324	7	0.23196863
7	7	0.21875349	6	0.19584766	4	0.23196931
2	2	0.22108774	1	0.17849535	6	0.23196927
7	7	0.22698583	6	0.13087174	4	0.23196931
9	9	0.23189427	6	0.215589	7	0.23196931
6	2	0.23053005	6	0.18318146	6	0.23196931
8	8	0.1941089	9	0.15431435	0	0.2319692
8	8	0.20369333	9	0.17079376	9	0.2319693
8	8	0.15839407	6	0.2239588	0	0.2319688
7	7	0.23195833	6	0.23066975	4	0.2319692
9	9	0.20336702	6	0.23193464	1	0.23196931
4	4	0.2170065	6	0.22969043	2	0.231605
2	2	0.14435467	6	0.23194838	6	0.23196931
3	7	0.13693137	6	0.23064795	6	0.23196927
5	5	0.20651482	6	0.21839364	7	0.23196726
0	7	0.14619817	6	0.22214165	2	0.23196931
0	0	0.15037936	9	0.16665596	8	0.2319693
2	2	0.19437312	6	0.22858956	6	0.23196924
8	8	0.18603705	9	0.2241257	4	0.23196831
1	1	0.23133023	9	0.21305609	2	0.23196931
8	8	0.22031793	9	0.20675679	9	0.2319693
2	6	0.20971867	6	0.23042081	2	0.23196931
0	0	0.22996606	9	0.22652219	8	0.2319693
7	7	0.22684819	6	0.23048414	4	0.23196931
2	2	0.16450058	6	0.22808163	4	0.23196888
0	0	0.22361045	6	0.23065881	9	0.2319693
0	2	0.16200678	9	0.16052917	4	0.2319691
9	9	0.23154303	6	0.23049816	1	0.23196931
1	1	0.23124996	6	0.22656287	9	0.2319693
0	0	0.17441547	6	0.2233157	9	0.2319693
5	2	0.15308045	6	0.2209294	5	0.2319692
1	1	0.23149739	6	0.22753169	3	0.23196124
5	5	0.22588567	6	0.23173325	6	0.23196931
0	0	0.22932523	9	0.126051	8	0.2319693
3	4	0.13771114	6	0.2199275	6	0.2319692
5	2	0.13120186	6	0.22348876	4	0.23196931
0	0	0.22142242	6	0.15238921	4	0.23196931
2	2	0.1833212	1	0.19077359	4	0.23196927
0	0	0.21231373	9	0.11864718	9	0.2319693
5	5	0.22632958	1	0.15620399	8	0.2319693
3	6	0.1417492	6	0.23195346	3	0.23196621
7	7	0.230408	6	0.22439633	6	0.23196931
4	4	0.19126302	6	0.19470863	2	0.23196931
1	1	0.23192924	6	0.22351487	9	0.2319693
4	4	0.23151094	9	0.13640246	9	0.2319693
2	2	0.2299175	6	0.23088755	6	0.23196931
5	3	0.13452014	6	0.23032126	6	0.23196931
1	1	0.22008988	6	0.22027645	2	0.23196931
5	5	0.15069388	6	0.21470773	6	0.23196931
2	2	0.22745878	6	0.23076157	4	0.23196931
0	0	0.22514714	1	0.17811017	2	0.23196927
7	7	0.2318738	9	0.22602135	4	0.23196931
2	2	0.2250793	9	0.17317559	4	0.23196931
2	2	0.14796393	6	0.15227965	7	0.23196931
1	9	0.22650923	1	0.15050021	1	0.23196931
8	8	0.19519971	9	0.21996869	9	0.2319693
5	2	0.13486199	9	0.17223018	4	0.23196931
3	5	0.1391943	6	0.22651441	4	0.23196931
5	5	0.23128465	1	0.22027244	2	0.23196931
3	5	0.1653684	6	0.21010827	6	0.23196927
0	9	0.15855603	9	0.163724	0	0.23196931
6	2	0.15596132	6	0.16319416	6	0.23196931
1	1	0.2286075	6	0.22554559	2	0.23196931
5	5	0.2288065	6	0.18181713	6	0.23196818
2	2	0.21809477	6	0.23174787	4	0.23196924
8	0	0.18230106	9	0.22949028	8	0.23196906
2	2	0.16705471	6	0.22823194	4	0.2319692
5	5	0.23003343	1	0.14922963	2	0.23196898
3	2	0.14949602	6	0.17389825	7	0.23196931
0	0	0.23060767	6	0.18958317	2	0.23196927
8	9	0.15171231	9	0.19898093	8	0.2319693
8	0	0.14965923	9	0.17641819	8	0.2319693
8	8	0.23195334	9	0.22536379	9	0.2319693
6	6	0.22821827	6	0.22287212	2	0.23196931
5	5	0.17421088	6	0.23137428	6	0.23196931
8	8	0.23101716	9	0.14992994	0	0.23196429
1	1	0.23196696	6	0.231272	9	0.2319693
9	9	0.23155221	6	0.2315183	4	0.23196921
8	8	0.2299913	6	0.15385738	2	0.23196931
1	1	0.2264561	6	0.19440028	8	0.2319693
3	2	0.22986977	6	0.18446012	6	0.23196931
6	6	0.23140438	4	0.15531866	3	0.23196927
0	9	0.12644346	6	0.20734347	4	0.23196927
8	8	0.23164585	1	0.22933206	7	0.23196927
7	5	0.12353046	6	0.15780725	9	0.2319693
5	5	0.1800973	6	0.22657932	7	0.23196909
3	3	0.13840404	6	0.22808155	4	0.23196931
1	1	0.2302433	6	0.22813177	2	0.2319692
8	8	0.23165324	9	0.21408108	9	0.2319693
1	1	0.22856216	9	0.14592086	9	0.2319693
4	7	0.17527243	6	0.23052506	2	0.23196931
