--- Evaluation Results ---
test acc on clean examples (%): 79.900
test acc on FGM adversarial examples (%): 15.030
test acc on PGD adversarial examples (%): 6.910

--- Comparative Table (First 100 samples) ---
True Label	Clean Prediction	Clean Confidence	FGSM Prediction	FGSM Confidence	PGD Prediction	PGD Confidence
7	3	0.15116043	4	0.18533164	4	0.23196931
0	8	0.17436744	4	0.15462646	4	0.23196472
6	6	0.22883046	6	0.21233213	4	0.23196903
9	9	0.20458673	4	0.15849316	8	0.2319692
5	7	0.14313877	4	0.14727345	6	0.23196931
1	1	0.23193222	9	0.22518677	9	0.23195174
7	7	0.23144665	6	0.23057778	2	0.23196892
0	0	0.231087	0	0.14847842	8	0.23196921
3	3	0.13792461	4	0.1279106	4	0.23196891
2	4	0.22748868	2	0.15439516	2	0.23196931
7	7	0.22940007	4	0.20901719	4	0.23196927
2	2	0.2152274	4	0.2040886	4	0.23196931
7	7	0.14875571	4	0.14506595	4	0.23169075
9	9	0.22870329	4	0.22585917	4	0.23196742
6	2	0.20573764	6	0.22500534	6	0.23196927
8	8	0.183414	4	0.18279171	4	0.23196352
8	8	0.14285263	6	0.152382	2	0.2319691
8	8	0.20852154	4	0.14556915	4	0.23196927
7	7	0.23177399	6	0.19627893	4	0.23196931
9	9	0.22901471	6	0.21789996	6	0.23196931
4	4	0.2190965	6	0.2239464	6	0.23196931
2	6	0.14802432	6	0.14509581	1	0.23196931
3	3	0.12374104	4	0.20002182	9	0.23196864
5	5	0.14656085	6	0.22033513	2	0.23191999
0	0	0.1465359	4	0.13799293	3	0.23196824
0	0	0.16696572	4	0.14422587	8	0.23196468
2	2	0.16356227	6	0.2314793	6	0.23196931
8	8	0.20292076	4	0.18180281	4	0.23196816
1	0	0.13998942	4	0.20352972	8	0.2319693
8	8	0.22811294	4	0.19575019	4	0.23196664
2	6	0.2130435	2	0.21953176	2	0.23196931
0	0	0.21985637	4	0.20394522	8	0.23196916
7	7	0.22618128	4	0.16956142	4	0.23196927
2	2	0.15428905	6	0.16950963	6	0.23196931
0	0	0.23183039	6	0.19278815	4	0.23196106
0	2	0.18803263	4	0.21177785	4	0.23196465
9	9	0.23128289	1	0.1997961	1	0.23195915
1	1	0.23175055	9	0.22633712	9	0.2319693
0	0	0.1983079	9	0.19428039	9	0.23196873
5	2	0.15440467	6	0.22130921	6	0.23196927
1	1	0.23188004	2	0.19443356	2	0.23196924
5	5	0.18744642	3	0.18858945	3	0.23196916
0	0	0.22378778	4	0.12660103	4	0.23196834
3	3	0.15764408	4	0.19093554	4	0.23196931
5	4	0.16609731	6	0.13743891	6	0.23196931
0	0	0.22596513	3	0.15500714	3	0.23196924
2	2	0.21245351	4	0.1602962	4	0.23196575
0	0	0.20183739	6	0.20597126	6	0.23196931
5	5	0.2107738	6	0.13628063	6	0.23196931
3	6	0.16572829	6	0.13049072	5	0.23196864
7	7	0.2289456	4	0.1456844	2	0.2319285
4	4	0.19211729	6	0.16110452	7	0.23196924
1	1	0.2319137	9	0.18152599	9	0.23196
4	4	0.22044492	9	0.2214243	9	0.2319665
2	2	0.22484392	6	0.2124707	4	0.2315887
5	3	0.16002297	4	0.13505267	4	0.23196903
1	1	0.22980748	9	0.15534626	3	0.23196569
5	4	0.12605819	6	0.22992821	6	0.23196824
2	2	0.19836818	3	0.14011315	3	0.23196551
0	0	0.22110526	4	0.12373888	8	0.23196921
7	7	0.23192401	4	0.20203088	4	0.23196931
2	2	0.22907907	4	0.17552929	4	0.23195058
2	2	0.21571687	6	0.20673247	6	0.23196931
1	1	0.2253911	9	0.22187868	9	0.2319693
8	8	0.22994715	4	0.20360737	4	0.23195964
5	0	0.12692334	4	0.1799327	2	0.23196927
3	3	0.18021326	6	0.14066249	6	0.23196931
5	5	0.2169879	8	0.13294514	9	0.22474608
3	5	0.19236618	6	0.18338928	3	0.23196927
0	0	0.18233584	9	0.22973011	9	0.23196682
6	6	0.11651062	6	0.13067138	4	0.23196888
1	1	0.21954456	6	0.17750934	5	0.23196745
5	5	0.22813214	6	0.2032332	6	0.23196891
2	2	0.15764204	6	0.23057948	6	0.23196931
8	0	0.2061837	8	0.13509507	8	0.2319693
2	4	0.15313998	6	0.16325144	6	0.23196924
5	5	0.21875118	6	0.14586668	4	0.23196913
3	5	0.16018175	6	0.15932573	6	0.23196898
0	0	0.23060897	4	0.1720343	4	0.23196927
8	8	0.23125187	4	0.15256068	4	0.23196921
8	8	0.21330395	4	0.1793507	4	0.23193173
8	8	0.23196383	4	0.21026683	4	0.23196927
6	6	0.23171607	4	0.15078716	4	0.2319692
5	5	0.21499665	4	0.15407556	4	0.23190303
8	8	0.23196316	4	0.20045318	4	0.23196828
1	1	0.23194015	6	0.22711308	6	0.23196927
9	9	0.23108634	1	0.22301452	1	0.23196931
8	8	0.23193417	4	0.1480423	4	0.23196931
1	1	0.23044479	2	0.12197558	9	0.2319693
3	2	0.21906699	6	0.2307432	6	0.23196931
6	6	0.23180023	6	0.19505352	3	0.23195915
0	3	0.14953382	6	0.2307694	6	0.23196898
8	8	0.22685726	4	0.16755539	4	0.23196927
7	7	0.21164216	6	0.15234214	4	0.23196885
5	5	0.1643988	2	0.16305663	7	0.23196901
3	3	0.200898	6	0.1531454	4	0.23196931
1	1	0.20102495	4	0.13084225	4	0.23196927
8	8	0.2318547	9	0.19996755	9	0.23196557
1	1	0.22699298	9	0.18886943	9	0.2319693
4	4	0.14310062	6	0.13955891	7	0.23196895
