2,1,features.0,[19  2  2  0],125.0,-3.0,76.95,0.20999999999999375
2,2,features.0,[19  2  1  0],1.0,-127.0,76.18,0.769999999999996
2,3,features.0,[10  2  0  1],-126.0,2.0,75.65,0.5300000000000011
2,4,features.0,[19  2  2  1],14.0,-114.0,73.99,1.6600000000000108
2,5,features.0,[19  2  1  2],91.0,-37.0,72.01,1.9799999999999898
2,6,features.0,[19  1  2  2],88.0,-40.0,70.44,1.5700000000000074
2,7,features.0,[19  1  1  2],124.0,-4.0,68.56,1.8799999999999955
2,8,features.0,[19  1  0  2],108.0,-20.0,67.12,1.4399999999999977
2,9,features.0,[19  0  2  2],62.0,-66.0,65.88,1.240000000000009
8,10,features.6,[27  3  0  1],-3.0,125.0,64.92,0.9599999999999937
8,11,features.6,[27  3  0  0],-45.0,83.0,63.64,1.2800000000000011
8,12,features.6,[27  3  1  0],-45.0,83.0,62.16,1.480000000000004
2,13,features.0,[19  0  1  2],125.0,-3.0,60.43,1.7299999999999969
8,14,features.6,[27  3  2  0],-103.0,25.0,58.84,1.5899999999999963
2,15,features.0,[19  0  1  1],71.0,-57.0,56.97,1.8700000000000045
4,16,features.2,[ 3 19  1  1],39.0,103.0,55.47,1.5
2,17,features.0,[19  0  0  2],121.0,-7.0,53.85,1.6199999999999974
8,18,features.6,[20  3  1  2],16.0,-112.0,52.85,1.0
4,19,features.2,[ 3 19  1  0],15.0,79.0,51.4,1.4500000000000028
8,20,features.6,[27  3  1  2],55.0,119.0,50.27,1.1299999999999955
4,21,features.2,[ 3 19  2  0],8.0,72.0,48.56,1.7100000000000009
8,22,features.6,[27  3  0  2],11.0,75.0,47.01,1.5500000000000043
10,23,features.8,[14 27  2  2],-27.0,101.0,45.64,1.3699999999999974
10,24,features.8,[14 27  0  0],-27.0,101.0,44.04,1.6000000000000014
2,25,features.0,[19  0  0  1],77.0,-51.0,41.7,2.3399999999999963
8,26,features.6,[27  3  2  2],5.0,69.0,40.19,1.5100000000000051
10,27,features.8,[14 27  1  0],-61.0,67.0,38.19,2.0
4,28,features.2,[ 3 19  0  1],25.0,89.0,36.22,1.9699999999999989
8,29,features.6,[27  3  2  0],25.0,89.0,34.92,1.2999999999999972
8,30,features.6,[27  3  2  1],1.0,65.0,33.67,1.25
