2,1,features.0,[0 2 1 1],96.0,-32.0,77.32,0.19000000000001194
2,2,features.0,[0 2 2 1],126.0,-2.0,77.04,0.2799999999999869
2,3,features.0,[0 2 1 2],115.0,-13.0,76.6,0.44000000000001194
2,4,features.0,[0 2 2 2],87.0,-41.0,75.78,0.8199999999999932
2,5,features.0,[0 2 0 2],104.0,-24.0,74.91,0.8700000000000045
4,6,features.2,[17  0  0  2],-2.0,126.0,73.83,1.0799999999999983
2,7,features.0,[0 1 1 2],119.0,-9.0,73.09,0.7399999999999949
2,8,features.0,[0 1 2 2],43.0,-85.0,72.17,0.9200000000000017
2,9,features.0,[0 1 0 2],107.0,-21.0,71.07,1.1000000000000085
4,10,features.2,[17  0  2  1],-8.0,120.0,69.89,1.1799999999999926
8,11,features.6,[31 17  2  0],-25.0,103.0,69.3,0.5900000000000034
4,12,features.2,[17  0  2  0],-54.0,74.0,68.29,1.009999999999991
8,13,features.6,[31 17  1  2],-12.0,116.0,67.2,1.0900000000000034
8,14,features.6,[31 17  0  2],-40.0,88.0,65.97,1.230000000000004
8,15,features.6,[21 17  2  2],-17.0,111.0,64.74,1.230000000000004
8,16,features.6,[21 17  1  0],-27.0,101.0,63.41,1.3299999999999983
8,17,features.6,[21 17  0  0],-78.0,50.0,62.1,1.3099999999999952
2,18,features.0,[0 0 0 0],29.0,-99.0,59.98,2.1200000000000045
8,19,features.6,[ 1 17  2  0],72.0,-56.0,58.45,1.529999999999994
8,20,features.6,[ 0 17  0  0],-27.0,101.0,56.89,1.5600000000000023
2,21,features.0,[0 0 1 0],0.0,-128.0,54.59,2.299999999999997
8,22,features.6,[ 0 17  1  1],-15.0,113.0,52.82,1.7700000000000031
8,23,features.6,[ 0 17  1  0],-44.0,84.0,50.87,1.9500000000000028
4,24,features.2,[17  0  1  0],7.0,71.0,48.4,2.469999999999999
8,25,features.6,[ 0 17  2  0],-85.0,43.0,46.58,1.8200000000000003
4,26,features.2,[17  0  0  0],49.0,113.0,44.38,2.1999999999999957
2,27,features.0,[0 0 1 1],124.0,-4.0,41.72,2.6600000000000037
4,28,features.2,[17  0  1  1],59.0,123.0,39.49,2.229999999999997
8,29,features.6,[ 1 17  1  0],127.0,-1.0,38.61,0.8800000000000026
2,30,features.0,[0 0 2 2],62.0,-66.0,36.57,2.039999999999999
