2,1,features.0,[22  1  1  1],-40.0,88.0,79.18,0.8899999999999864
2,2,features.0,[24  1  0  2],-1.0,127.0,77.25,1.9300000000000068
2,3,features.0,[4 1 1 2],-78.0,50.0,74.86,2.3900000000000006
2,4,features.0,[11  1  1  2],56.0,-72.0,71.02,3.8400000000000034
2,5,features.0,[11  1  1  1],77.0,-51.0,65.37,5.6499999999999915
2,6,features.0,[11  1  0  1],62.0,-66.0,60.2,5.170000000000002
4,7,features.2,[25 11  1  0],-14.0,114.0,54.37,5.830000000000005
2,8,features.0,[11  1  0  2],32.0,-96.0,47.97,6.399999999999999
4,9,features.2,[25 11  2  0],-1.0,127.0,41.57,6.399999999999999
2,10,features.0,[11  1  0  0],40.0,-88.0,37.55,4.020000000000003
4,11,features.2,[25 11  2  1],-3.0,125.0,32.93,4.619999999999997
8,12,features.6,[57 25  0  2],-5.0,123.0,30.94,1.9899999999999984
4,13,features.2,[25 11  2  2],-6.0,122.0,28.11,2.830000000000002
2,14,features.0,[11  1  1  0],35.0,-93.0,26.14,1.9699999999999989
2,15,features.0,[11  1  2  1],12.0,-116.0,24.75,1.3900000000000006
2,16,features.0,[11  0  2  0],0.0,-128.0,23.92,0.8299999999999983
2,17,features.0,[11  1  2  2],38.0,-90.0,22.75,1.1700000000000017
10,18,features.8,[19  9  1  1],-7.0,121.0,22.34,0.41000000000000014
10,19,features.8,[19  9  1  2],-12.0,116.0,21.49,0.8500000000000014
2,20,features.0,[11  1  2  0],55.0,-73.0,20.73,0.759999999999998
4,21,features.2,[25 11  1  1],37.0,101.0,19.96,0.7699999999999996
4,22,features.2,[25 11  0  1],39.0,103.0,19.17,0.7899999999999991
10,23,features.8,[19  9  2  2],-17.0,111.0,18.16,1.0100000000000016
4,24,features.2,[25 11  1  2],14.0,78.0,17.71,0.4499999999999993
4,25,features.2,[18 11  2  1],-34.0,94.0,17.15,0.5600000000000023
2,26,features.0,[11  2  2  0],6.0,-122.0,16.92,0.22999999999999687
2,27,features.0,[11  0  1  1],-6.0,-70.0,16.44,0.4800000000000004
2,28,features.0,[11  1  1  1],-51.0,-115.0,16.04,0.40000000000000213
10,29,features.8,[51  9  2  1],-22.0,106.0,15.3,0.7399999999999984
10,30,features.8,[9 9 0 0],40.0,-88.0,14.91,0.39000000000000057
