2,1,features.0,[10  1  2  2],-4.0,124.0,76.21,1.3000000000000114
2,2,features.0,[10  1  1  2],-46.0,82.0,70.28,5.929999999999993
2,3,features.0,[10  1  0  2],-51.0,77.0,63.9,6.380000000000003
8,4,features.6,[1 9 0 1],-9.0,119.0,61.23,2.6700000000000017
4,5,features.2,[ 9 10  2  0],-23.0,105.0,55.79,5.439999999999998
8,6,features.6,[1 9 0 0],-25.0,103.0,50.35,5.439999999999998
2,7,features.0,[10  1  0  1],-41.0,87.0,42.94,7.410000000000004
8,8,features.6,[1 9 1 0],-24.0,104.0,38.36,4.579999999999998
10,9,features.8,[6 1 0 1],-24.0,104.0,33.27,5.089999999999996
2,10,features.0,[10  0  2  1],-29.0,99.0,28.33,4.940000000000005
10,11,features.8,[6 1 0 2],-24.0,104.0,24.71,3.6199999999999974
8,12,features.6,[1 9 2 0],-36.0,92.0,22.53,2.1799999999999997
4,13,features.2,[ 9 10  0  1],47.0,111.0,20.24,2.2900000000000027
2,14,features.0,[10  0  1  0],-54.0,74.0,18.33,1.9100000000000001
8,15,features.6,[1 9 2 1],-7.0,121.0,17.32,1.009999999999998
4,16,features.2,[ 9 10  0  0],32.0,96.0,15.97,1.3499999999999996
2,17,features.0,[10  0  2  0],-127.0,1.0,15.11,0.8600000000000012
8,18,features.6,[1 9 2 2],-5.0,123.0,14.75,0.35999999999999943
4,19,features.2,[ 9 10  1  0],22.0,86.0,13.91,0.8399999999999999
10,20,features.8,[8 1 0 2],-37.0,91.0,13.67,0.2400000000000002
2,21,features.0,[10  2  0  1],-91.0,37.0,13.3,0.3699999999999992
4,22,features.2,[ 9 10  0  2],10.0,74.0,13.06,0.2400000000000002
10,23,features.8,[8 1 0 1],-15.0,113.0,12.97,0.08999999999999986
2,24,features.0,[10  2  1  2],-58.0,70.0,12.78,0.19000000000000128
4,25,features.2,[ 9 10  1  2],20.0,84.0,12.58,0.1999999999999993
2,26,features.0,[10  2  0  2],-83.0,45.0,12.62,-0.03999999999999915
10,27,features.8,[8 1 0 0],-24.0,104.0,12.48,0.1399999999999988
4,28,features.2,[ 9 10  2  1],3.0,67.0,12.4,0.08000000000000007
2,29,features.0,[10  2  0  0],-12.0,116.0,12.51,-0.10999999999999943
10,30,features.8,[8 1 2 0],-22.0,106.0,12.41,0.09999999999999964
