2,1,features.0,[2 0 1 2],116.0,-12.0,77.49,0.020000000000010232
2,2,features.0,[2 1 1 2],117.0,-11.0,77.44,0.04999999999999716
15,3,classifier.0,[   3 1016],-112.0,16.0,77.51,-0.07000000000000739
2,4,features.0,[2 0 0 2],85.0,-43.0,77.41,0.10000000000000853
2,5,features.0,[2 2 1 2],36.0,-92.0,77.15,0.2599999999999909
15,6,classifier.0,[   3 1336],-42.0,86.0,77.02,0.13000000000000966
15,7,classifier.0,[  3 256],-8.0,120.0,77.0,0.01999999999999602
15,8,classifier.0,[ 3 56],-57.0,71.0,76.89,0.10999999999999943
2,9,features.0,[15  0  2  2],96.0,-32.0,76.16,0.730000000000004
4,10,features.2,[22  2  0  2],-5.0,123.0,75.38,0.7800000000000011
4,11,features.2,[22  2  2  2],-22.0,106.0,74.29,1.0899999999999892
2,12,features.0,[15  1  2  2],18.0,-110.0,73.09,1.2000000000000028
2,13,features.0,[15  1  2  1],16.0,-112.0,71.71,1.3800000000000097
2,14,features.0,[15  0  2  1],40.0,-88.0,70.08,1.6299999999999955
2,15,features.0,[15  1  2  0],121.0,-7.0,68.45,1.6299999999999955
2,16,features.0,[15  0  2  0],102.0,-26.0,66.98,1.4699999999999989
8,17,features.6,[21 22  2  0],-7.0,121.0,65.86,1.1200000000000045
8,18,features.6,[21 22  1  2],-25.0,103.0,64.17,1.6899999999999977
8,19,features.6,[21 22  0  2],-26.0,102.0,62.56,1.6099999999999994
4,20,features.2,[22 15  2  1],-70.0,58.0,60.05,2.510000000000005
8,21,features.6,[21 22  0  0],-69.0,59.0,57.99,2.059999999999995
4,22,features.2,[22 15  1  0],-26.0,102.0,55.38,2.6099999999999994
4,23,features.2,[22  2  2  1],-29.0,99.0,52.66,2.720000000000006
8,24,features.6,[21 22  2  2],20.0,84.0,51.01,1.6499999999999986
8,25,features.6,[21 22  2  1],23.0,87.0,49.3,1.7100000000000009
2,26,features.0,[2 1 2 2],118.0,-10.0,46.95,2.3499999999999943
4,27,features.2,[22  2  2  0],-22.0,106.0,44.32,2.6300000000000026
2,28,features.0,[2 1 2 1],118.0,-10.0,42.47,1.8500000000000014
8,29,features.6,[21 22  1  0],23.0,87.0,40.87,1.6000000000000014
8,30,features.6,[27 22  2  0],-1.0,127.0,38.39,2.479999999999997
