2,1,features.0,[10  2  2  1],-80.0,48.0,77.1,0.060000000000002274
2,2,features.0,[10  2  2  0],-99.0,29.0,76.93,0.1699999999999875
2,3,features.0,[10  2  1  0],-59.0,69.0,76.62,0.3100000000000023
2,4,features.0,[10  2  1  1],-123.0,5.0,76.03,0.5900000000000034
2,5,features.0,[24  2  1  2],99.0,-29.0,75.54,0.4899999999999949
2,6,features.0,[24  2  2  2],72.0,-56.0,75.19,0.3500000000000085
2,7,features.0,[10  2  0  1],-126.0,2.0,74.05,1.1400000000000006
4,8,features.2,[ 8 10  1  1],-37.0,91.0,73.4,0.6499999999999915
4,9,features.2,[ 8 10  1  2],-29.0,99.0,71.99,1.4100000000000108
2,10,features.0,[10  2  1  2],-98.0,30.0,69.93,2.059999999999988
2,11,features.0,[10  2  0  0],-85.0,43.0,67.46,2.470000000000013
4,12,features.2,[ 8 10  2  2],-66.0,62.0,65.77,1.6899999999999977
2,13,features.0,[10  2  0  2],-27.0,101.0,63.66,2.1099999999999994
4,14,features.2,[14 10  1  1],-88.0,40.0,62.54,1.1199999999999974
8,15,features.6,[22  8  2  0],-53.0,75.0,61.03,1.509999999999998
4,16,features.2,[ 8 10  0  2],-106.0,22.0,59.19,1.8400000000000034
2,17,features.0,[10  0  1  1],-61.0,67.0,57.19,2.0
8,18,features.6,[7 8 2 1],29.0,-99.0,56.39,0.7999999999999972
8,19,features.6,[22  8  0  0],-65.0,63.0,54.05,2.3400000000000034
4,20,features.2,[ 8 10  2  1],-45.0,83.0,51.64,2.4099999999999966
10,21,features.8,[15 22  1  0],-18.0,110.0,49.92,1.7199999999999989
10,22,features.8,[15 22  2  1],-56.0,72.0,48.34,1.5799999999999983
2,23,features.0,[10  0  1  0],-43.0,85.0,45.77,2.5700000000000003
2,24,features.0,[10  0  1  2],-91.0,37.0,43.45,2.3200000000000003
2,25,features.0,[10  0  2  2],-102.0,26.0,41.52,1.9299999999999997
10,26,features.8,[15  4  2  1],-48.0,80.0,40.27,1.25
8,27,features.6,[2 8 1 2],40.0,-88.0,39.01,1.2600000000000051
8,28,features.6,[22  8  2  1],49.0,113.0,37.57,1.4399999999999977
8,29,features.6,[15  8  2  0],37.0,-91.0,36.22,1.3500000000000014
10,30,features.8,[ 7 22  1  0],-1.0,127.0,34.73,1.490000000000002
