2,1,features.0,[5 2 0 0],-35.0,93.0,80.49,0.0
2,2,features.0,[24  1  2  2],116.0,-12.0,80.45,0.03999999999999204
2,3,features.0,[24  0  2  2],121.0,-7.0,80.05,0.4000000000000057
2,4,features.0,[24  1  2  0],55.0,-73.0,79.68,0.36999999999999034
2,5,features.0,[24  1  1  1],108.0,-20.0,79.12,0.5600000000000023
2,6,features.0,[24  0  1  1],125.0,-3.0,78.46,0.6600000000000108
4,7,features.2,[27 24  2  2],-28.0,100.0,77.7,0.7599999999999909
4,8,features.2,[27 24  1  2],-17.0,111.0,76.19,1.5100000000000051
2,9,features.0,[24  2  1  0],61.0,-67.0,74.94,1.25
2,10,features.0,[24  2  0  1],32.0,-96.0,73.41,1.5300000000000011
4,11,features.2,[27 24  1  1],-6.0,122.0,71.16,2.25
2,12,features.0,[24  2  0  0],33.0,-95.0,68.63,2.530000000000001
4,13,features.2,[27 24  0  1],-23.0,105.0,66.34,2.289999999999992
2,14,features.0,[24  1  1  0],124.0,-4.0,63.85,2.490000000000002
2,15,features.0,[24  1  0  1],81.0,-47.0,61.7,2.1499999999999986
2,16,features.0,[24  1  0  0],16.0,-112.0,59.35,2.3500000000000014
8,17,features.6,[50 27  1  2],-22.0,106.0,57.82,1.5300000000000011
8,18,features.6,[50 27  2  2],-32.0,96.0,56.34,1.4799999999999969
8,19,features.6,[50 27  2  1],-12.0,116.0,54.54,1.8000000000000043
2,20,features.0,[24  0  1  0],124.0,-4.0,52.33,2.210000000000001
8,21,features.6,[50 27  1  1],-26.0,102.0,50.56,1.769999999999996
4,22,features.2,[27 24  1  0],21.0,85.0,48.44,2.1200000000000045
8,23,features.6,[50 27  1  0],-14.0,114.0,46.63,1.8099999999999952
4,24,features.2,[27 24  0  0],59.0,123.0,44.9,1.730000000000004
2,25,features.0,[24  0  2  0],64.0,-64.0,42.99,1.9099999999999966
4,26,features.2,[27 24  0  2],13.0,77.0,41.58,1.4100000000000037
14,27,features.12,[ 1 22  1  1],-13.0,115.0,40.93,0.6499999999999986
14,28,features.12,[ 1 22  2  1],-2.0,126.0,40.42,0.509999999999998
4,29,features.2,[27 24  2  1],56.0,120.0,38.87,1.5500000000000043
14,30,features.12,[ 1 22  2  0],-5.0,123.0,38.52,0.3499999999999943
