top-1 output,BFA iteration
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
0,23
1,23
8,23
8,23
8,23
8,23
4,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
4,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
1,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
0,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
9,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
8,23
1,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
0,23
1,23
1,23
8,23
8,23
8,23
1,23
9,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
9,23
1,23
8,23
8,23
1,23
1,23
8,23
1,23
1,23
1,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
3,23
8,23
9,23
8,23
1,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
1,23
1,23
1,23
8,23
1,23
8,23
8,23
1,23
0,23
8,23
8,23
0,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
9,23
8,23
8,23
8,23
9,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
1,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
5,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
9,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
0,23
8,23
8,23
8,23
1,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
0,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
1,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
3,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
0,23
0,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
1,23
8,23
1,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
0,23
8,23
1,23
8,23
1,23
8,23
0,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
9,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
8,23
8,23
8,23
1,23
8,23
0,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
9,23
8,23
8,23
8,23
8,23
8,23
0,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
1,23
1,23
1,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
0,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
9,23
8,23
9,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
3,23
8,23
9,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
0,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
9,23
1,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
1,23
1,23
0,23
8,23
8,23
8,23
1,23
8,23
1,23
0,23
8,23
1,23
8,23
8,23
8,23
1,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
9,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
8,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
0,23
8,23
8,23
1,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
9,23
8,23
1,23
8,23
8,23
9,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
1,23
1,23
8,23
1,23
8,23
1,23
8,23
8,23
2,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
8,23
8,23
1,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
1,23
8,23
4,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
9,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
0,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
8,23
8,23
1,23
1,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
0,23
1,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
0,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
0,23
8,23
8,23
8,23
8,23
1,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
1,23
1,23
0,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
1,23
1,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
9,23
1,23
8,23
1,23
8,23
0,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
8,23
1,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
9,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
1,23
8,23
1,23
8,23
8,23
9,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
1,23
0,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
0,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
8,23
1,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
1,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
9,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
0,23
8,23
1,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
1,23
8,23
1,23
8,23
9,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
0,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
8,23
8,23
3,23
8,23
8,23
8,23
8,23
9,23
1,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
1,23
9,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
9,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
2,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
0,23
1,23
8,23
1,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
1,23
0,23
8,23
8,23
8,23
8,23
2,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
7,23
1,23
8,23
8,23
8,23
1,23
8,23
8,23
1,23
8,23
1,23
1,23
8,23
1,23
8,23
8,23
1,23
1,23
1,23
8,23
8,23
8,23
8,23
1,23
1,23
1,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
8,23
8,23
8,23
8,23
1,23
8,23
