2,1,features.0,[29  1  2  0],40.0,-88.0,77.01,0.5
2,2,features.0,[29  2  2  0],32.0,-96.0,74.22,2.7900000000000063
4,3,features.2,[29 29  2  2],-7.0,121.0,69.99,4.230000000000004
8,4,features.6,[ 1 29  1  1],-5.0,123.0,65.86,4.1299999999999955
2,5,features.0,[29  2  1  1],12.0,-116.0,56.11,9.75
8,6,features.6,[ 1 29  1  0],-12.0,116.0,47.8,8.310000000000002
2,7,features.0,[29  1  1  1],55.0,-73.0,39.1,8.699999999999996
8,8,features.6,[ 1 29  2  0],-4.0,124.0,33.76,5.340000000000003
10,9,features.8,[8 1 2 0],-22.0,106.0,29.59,4.169999999999998
4,10,features.2,[29 29  2  1],0.0,64.0,25.28,4.309999999999999
2,11,features.0,[29  2  2  2],23.0,-105.0,22.63,2.650000000000002
8,12,features.6,[ 1 29  0  0],-8.0,120.0,20.12,2.509999999999998
4,13,features.2,[29 29  1  1],16.0,80.0,18.37,1.75
10,14,features.8,[22  1  0  2],-12.0,116.0,15.99,2.380000000000001
8,15,features.6,[ 1 29  0  1],-1.0,127.0,14.61,1.3800000000000008
2,16,features.0,[29  2  1  2],39.0,-89.0,14.08,0.5299999999999994
4,17,features.2,[29 29  2  0],12.0,76.0,13.54,0.5400000000000009
10,18,features.8,[8 1 0 0],-24.0,104.0,13.04,0.5
2,19,features.0,[29  0  1  1],49.0,-79.0,12.55,0.48999999999999844
4,20,features.2,[29 29  1  0],21.0,85.0,12.26,0.2900000000000009
10,21,features.8,[8 1 0 2],-37.0,91.0,11.87,0.39000000000000057
2,22,features.0,[29  1  1  2],19.0,-109.0,11.6,0.2699999999999996
10,23,features.8,[8 1 0 1],-15.0,113.0,11.41,0.1899999999999995
4,24,features.2,[29 29  0  0],36.0,100.0,11.24,0.16999999999999993
2,25,features.0,[29  2  0  2],14.0,-114.0,11.3,-0.0600000000000005
10,26,features.8,[6 1 0 1],-24.0,104.0,12.43,-1.129999999999999
10,27,features.8,[6 1 0 2],-24.0,104.0,14.31,-1.8800000000000008
4,28,features.2,[29 29  0  1],50.0,114.0,14.11,0.20000000000000107
2,29,features.0,[29  1  0  2],29.0,-99.0,13.89,0.21999999999999886
8,30,features.6,[ 1 29  0  2],1.0,65.0,13.79,0.10000000000000142
