--- Evaluation Results ---
test acc on clean examples (%): 80.290
test acc on FGM adversarial examples (%): 10.440
test acc on PGD adversarial examples (%): 10.490

--- Comparative Table (First 100 samples) ---
True Label	Clean Prediction	Clean Confidence	FGSM Prediction	FGSM Confidence	PGD Prediction	PGD Confidence
7	3	0.14270394	6	0.17529987	4	0.23196931
0	1	0.14131051	6	0.19025424	7	0.23196927
6	6	0.22418663	6	0.22272846	4	0.23196916
9	9	0.23109846	6	0.23064618	8	0.2319693
5	5	0.16532212	6	0.2121254	7	0.23196927
1	1	0.23196639	6	0.15695257	9	0.2319693
7	7	0.22905983	6	0.22336213	4	0.23196927
0	8	0.13245432	2	0.13234398	0	0.23196028
3	5	0.15210015	6	0.18966898	3	0.23196845
2	2	0.15302967	6	0.22869493	4	0.23196931
7	7	0.23193358	6	0.23059416	4	0.23196796
2	2	0.22946395	6	0.22705685	0	0.23195776
7	7	0.22763248	6	0.23128982	5	0.23196931
9	9	0.22975735	6	0.2082626	1	0.23196931
6	2	0.23078083	6	0.22840971	5	0.23196927
8	8	0.21555737	6	0.162629	9	0.2319693
8	8	0.16325048	6	0.22894323	0	0.23177804
8	8	0.17478143	6	0.20938559	0	0.23195747
7	7	0.2316228	6	0.21822883	4	0.23196927
9	9	0.20295766	6	0.22575243	6	0.23196931
4	4	0.22863632	6	0.21335454	2	0.23196818
2	5	0.15385973	6	0.22748987	2	0.23196639
3	5	0.1208151	6	0.21662149	4	0.23196931
5	5	0.22736196	6	0.21159314	7	0.23196927
0	0	0.12120018	6	0.20978458	5	0.23196927
0	8	0.16061139	6	0.2287184	0	0.23196384
2	6	0.14821179	6	0.2056004	2	0.23196931
8	8	0.17390443	6	0.2066238	0	0.23193212
1	1	0.23022474	6	0.22477333	9	0.2319693
8	8	0.22614402	6	0.19546635	9	0.23196909
2	6	0.2217772	6	0.20262346	2	0.2319691
0	0	0.21481712	6	0.12976168	2	0.23196831
7	7	0.21404527	6	0.17098185	3	0.23196927
2	2	0.14332204	6	0.22293422	4	0.23196931
0	0	0.21416236	6	0.23166832	6	0.23196931
0	2	0.22614086	6	0.14428987	5	0.23196924
9	9	0.23104014	6	0.21030965	1	0.23196931
1	1	0.23194253	6	0.22982483	9	0.2319693
0	0	0.1753666	6	0.227974	2	0.23196778
5	2	0.13617045	6	0.22988527	5	0.23196901
1	1	0.2314556	6	0.23144223	3	0.2319691
5	5	0.22846894	6	0.15310232	3	0.23196931
0	0	0.16400847	6	0.20408179	2	0.23196892
3	3	0.16834472	6	0.22041725	6	0.23196888
5	4	0.22174083	2	0.1731494	5	0.23196913
0	7	0.13060144	2	0.14128965	0	0.23196724
2	2	0.22158222	6	0.22886255	3	0.23195803
0	0	0.15699996	6	0.21129003	2	0.23196931
5	5	0.22995609	6	0.22006102	3	0.23196913
3	6	0.15789463	6	0.23185253	3	0.23196931
7	7	0.15321085	6	0.22246146	5	0.23196931
4	4	0.15106803	6	0.22883736	7	0.23196931
1	1	0.2319676	6	0.14371262	9	0.2319693
4	4	0.22032745	9	0.2318321	2	0.23195325
2	2	0.2309522	6	0.23078565	4	0.23196931
5	5	0.18534827	6	0.21373697	3	0.23196931
1	1	0.2319585	6	0.22001682	5	0.23196901
5	4	0.19287659	6	0.22972387	6	0.23196931
2	2	0.23137051	6	0.21564604	5	0.23196921
0	0	0.16020319	6	0.21819739	2	0.23196924
7	7	0.23195407	6	0.22567056	4	0.2319692
2	2	0.22621444	6	0.21817096	4	0.23196842
2	4	0.1408485	6	0.18055224	7	0.23196544
1	1	0.22920035	6	0.2244679	9	0.2319693
8	8	0.23136131	6	0.21763642	9	0.23196927
5	2	0.18302608	6	0.22230156	4	0.23196927
3	2	0.12965414	6	0.2162499	5	0.23196927
5	5	0.23195918	6	0.21744257	2	0.23196274
3	5	0.18695961	6	0.19435173	3	0.2319691
0	9	0.22388971	6	0.2069645	0	0.23196608
6	4	0.12638131	6	0.22325952	2	0.23196924
1	1	0.22865796	6	0.21781701	5	0.2319688
5	5	0.23180704	6	0.23031673	3	0.23196913
2	2	0.18707591	6	0.20335767	5	0.23196931
8	8	0.18476856	6	0.21972531	0	0.23196895
2	4	0.14506945	6	0.18404344	2	0.23196901
5	5	0.22591676	6	0.2081628	0	0.23195149
3	5	0.15702663	6	0.18585886	2	0.23196924
0	0	0.21351373	6	0.22252479	2	0.23196891
8	0	0.15697406	6	0.2037055	9	0.2319693
8	8	0.16817111	6	0.1628486	0	0.23196629
8	8	0.23196152	9	0.227469	4	0.23196664
6	6	0.23135583	6	0.22679771	4	0.23196931
5	5	0.21932721	6	0.16063346	3	0.23196927
8	8	0.23185806	6	0.20698427	0	0.23196319
1	1	0.23196778	6	0.23115152	9	0.2319692
9	9	0.23052433	6	0.22689128	1	0.23196924
8	8	0.22410771	6	0.17363547	2	0.23196931
1	1	0.21104056	6	0.21353143	5	0.23196927
3	2	0.2146726	6	0.23065148	6	0.23196931
6	6	0.23096868	6	0.21690966	3	0.23196924
0	5	0.14518669	6	0.23188609	1	0.23196931
8	8	0.22338693	6	0.16110484	4	0.23196931
7	7	0.22603868	6	0.19278993	3	0.23196809
5	5	0.17311682	6	0.18540826	7	0.23196931
3	3	0.1706674	6	0.23084474	5	0.23196931
1	1	0.2306196	6	0.22851305	9	0.2319693
8	8	0.23181444	6	0.23169379	1	0.23196927
1	1	0.22323158	6	0.17770033	9	0.2319693
4	4	0.12814766	2	0.17687654	2	0.23196931
